Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,55.0099983215332,55.20000076293945,54.47999954223633,54.970001220703125,54.970001220703125,2653900
2023-12-22,55.09000015258789,55.65999984741211,54.849998474121094,55.119998931884766,55.119998931884766,2341900
2023-12-26,55.209999084472656,55.89500045776367,55.119998931884766,55.709999084472656,55.709999084472656,2266200
2023-12-27,55.689998626708984,55.858001708984375,55.470001220703125,55.709999084472656,55.709999084472656,2535300
2023-12-28,55.59000015258789,55.70000076293945,55.15999984741211,55.22999954223633,55.22999954223633,2172600
2023-12-29,55.099998474121094,55.2599983215332,54.68000030517578,54.84000015258789,54.84000015258789,2271400
2024-01-02,54.7400016784668,55.68000030517578,54.584999084472656,55.33000183105469,55.33000183105469,3533500
2024-01-03,54.849998474121094,55.08000183105469,53.95000076293945,54.630001068115234,54.630001068115234,4120000
2024-01-04,54.599998474121094,54.9900016784668,54.04499816894531,54.189998626708984,54.189998626708984,4579500
2024-01-05,54.029998779296875,55.029998779296875,53.97999954223633,54.81999969482422,54.81999969482422,3796400
2024-01-08,54.68000030517578,55.13999938964844,54.38999938964844,55.08000183105469,55.08000183105469,3966100
2024-01-09,54.59000015258789,54.59000015258789,53.779998779296875,53.939998626708984,53.939998626708984,4287000
2024-01-10,53.650001525878906,53.93000030517578,53.04499816894531,53.380001068115234,53.380001068115234,4062200
2024-01-11,53.2400016784668,53.66999816894531,52.7400016784668,53.63999938964844,53.63999938964844,4497400
2024-01-12,54.02000045776367,54.15999984741211,53.01499938964844,53.369998931884766,53.369998931884766,3673500
2024-01-16,53.369998931884766,53.38999938964844,52.27000045776367,53.099998474121094,53.099998474121094,5962800
2024-01-17,52.33000183105469,52.619998931884766,52.040000915527344,52.470001220703125,52.470001220703125,3469000
2024-01-18,52.58000183105469,52.72999954223633,52.099998474121094,52.599998474121094,52.599998474121094,4230400
2024-01-19,52.689998626708984,52.99700164794922,52.119998931884766,52.810001373291016,52.810001373291016,4171100
2024-01-22,52.720001220703125,53.619998931884766,52.54999923706055,53.560001373291016,53.560001373291016,5615500
2024-01-23,54.0,54.45500183105469,53.744998931884766,53.90999984741211,53.90999984741211,4667000
2024-01-24,53.720001220703125,54.130001068115234,53.029998779296875,53.09000015258789,53.09000015258789,6016900
2024-01-25,54.7599983215332,55.130001068115234,53.77000045776367,54.939998626708984,54.939998626708984,7240800
2024-01-26,55.0,55.29499816894531,53.75600051879883,54.060001373291016,54.060001373291016,5239700
2024-01-29,54.16999816894531,54.220001220703125,53.40999984741211,54.06999969482422,54.06999969482422,3742400
2024-01-30,53.599998474121094,54.53499984741211,53.5,54.470001220703125,54.470001220703125,4640900
2024-01-31,54.5,54.560001373291016,53.58000183105469,53.599998474121094,53.599998474121094,5471900
2024-02-01,53.90999984741211,54.0099983215332,52.66999816894531,53.540000915527344,53.540000915527344,5039900
2024-02-02,53.09000015258789,53.75600051879883,52.4900016784668,53.41999816894531,53.41999816894531,5720200
2024-02-05,52.540000915527344,53.53900146484375,52.36000061035156,53.15999984741211,53.15999984741211,5482000
2024-02-06,53.220001220703125,54.150001525878906,53.04999923706055,54.040000915527344,54.040000915527344,5212500
2024-02-07,54.25,54.38999938964844,53.70000076293945,54.09000015258789,54.09000015258789,3455800
2024-02-08,54.16999816894531,54.20000076293945,53.5,53.880001068115234,53.880001068115234,3554400
2024-02-09,53.790000915527344,54.119998931884766,53.55500030517578,53.9900016784668,53.9900016784668,3897400
2024-02-12,54.0,55.279998779296875,53.849998474121094,54.790000915527344,54.790000915527344,5262800
2024-02-13,54.0,54.27000045776367,52.599998474121094,53.18000030517578,53.18000030517578,5105400
2024-02-14,53.4900016784668,53.88999938964844,53.22999954223633,53.58000183105469,53.58000183105469,3766500
2024-02-15,53.90999984741211,55.380001068115234,53.84000015258789,55.16999816894531,55.16999816894531,4500400
