Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,162.0,163.4199981689453,161.19000244140625,161.64999389648438,161.1236572265625,1311400
2023-12-22,161.99000549316406,162.8800048828125,161.33999633789062,162.69000244140625,162.1602783203125,1213000
2023-12-26,162.33999633789062,163.41000366210938,161.94000244140625,163.07000732421875,162.53904724121094,545000
2023-12-27,162.8699951171875,163.82000732421875,162.55999755859375,163.75999450683594,163.22679138183594,569600
2023-12-28,164.08999633789062,164.8800048828125,163.7100067138672,164.30999755859375,163.77499389648438,758800
2023-12-29,164.17999267578125,165.05999755859375,163.72000122070312,164.91000366210938,164.91000366210938,676100
2024-01-02,163.6999969482422,166.02000427246094,163.6999969482422,164.94000244140625,164.94000244140625,1068000
2024-01-03,165.75999450683594,167.1300048828125,163.69000244140625,163.72000122070312,163.72000122070312,1343900
2024-01-04,164.6999969482422,165.89999389648438,163.77000427246094,164.16000366210938,164.16000366210938,713000
2024-01-05,164.2100067138672,164.49000549316406,162.75,163.52000427246094,163.52000427246094,693500
2024-01-08,163.92999267578125,164.39999389648438,162.27000427246094,164.35000610351562,164.35000610351562,956600
