Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,212.99000549316406,214.33999633789062,211.5399932861328,214.27999877929688,212.5954132080078,1685500
2023-12-22,214.9600067138672,217.11000061035156,213.66000366210938,215.19000244140625,213.49826049804688,1106400
2023-12-26,215.27999877929688,216.99000549316406,214.44000244140625,216.24000549316406,214.54000854492188,1053100
2023-12-27,214.00999450683594,217.11000061035156,214.00999450683594,216.72000122070312,216.72000122070312,1860500
2023-12-28,216.7100067138672,218.32000732421875,215.5800018310547,217.16000366210938,217.16000366210938,1125400
2023-12-29,215.97999572753906,216.8000030517578,215.0,215.8800048828125,215.8800048828125,1584400
2024-01-02,214.41000366210938,219.10000610351562,214.41000366210938,218.80999755859375,218.80999755859375,1566300
2024-01-03,217.49000549316406,218.99000549316406,214.61000061035156,214.69000244140625,214.69000244140625,1533500
2024-01-04,213.63999938964844,217.6699981689453,212.67999267578125,215.4600067138672,215.4600067138672,2033000
2024-01-05,213.6999969482422,216.25,213.0399932861328,214.27999877929688,214.27999877929688,1884000
2024-01-08,213.4199981689453,216.22000122070312,212.52000427246094,216.0800018310547,216.0800018310547,1703200
2024-01-09,214.35000610351562,214.4199981689453,210.27000427246094,211.86000061035156,211.86000061035156,1578800
2024-01-10,211.61000061035156,212.08999633789062,208.3699951171875,208.97000122070312,208.97000122070312,2088900
2024-01-11,208.2899932861328,208.74000549316406,206.08999633789062,207.64999389648438,207.64999389648438,2271600
2024-01-12,209.6699981689453,211.82000732421875,208.4600067138672,209.42999267578125,209.42999267578125,1763400
2024-01-16,208.97000122070312,210.83999633789062,207.5500030517578,208.0500030517578,208.0500030517578,2400000
2024-01-17,205.39999389648438,210.38999938964844,202.72000122070312,204.9499969482422,204.9499969482422,2629300
2024-01-18,205.25,206.7899932861328,202.5399932861328,203.91000366210938,203.91000366210938,2881000
2024-01-19,204.66000366210938,205.13999938964844,202.77999877929688,203.8699951171875,203.8699951171875,1986400
2024-01-22,204.10000610351562,206.69000244140625,201.9499969482422,204.02000427246094,204.02000427246094,2185500
2024-01-23,204.75999450683594,205.2899932861328,201.3800048828125,202.25999450683594,202.25999450683594,2108900
2024-01-24,203.10000610351562,203.39999389648438,195.9600067138672,196.75999450683594,196.75999450683594,3308500
2024-01-25,199.38999938964844,201.63999938964844,198.0,200.2100067138672,200.2100067138672,2510500
2024-01-26,199.1999969482422,199.8300018310547,197.0800018310547,197.2899932861328,197.2899932861328,1831100
